donor	method	state
NA19390	asian_matched:DogoHLA	complete
NA19390	asian_matched:DogoHLA-no-graph	complete
NA19393	SpecHLA-IPD365-noFreq	complete
NA19393	T1K-four-field	complete
NA19393	full:DogoHLA	complete
NA19393	full:DogoHLA-no-graph	complete
NA19393	hprc:DogoHLA	complete
NA19393	hprc:DogoHLA-no-graph	complete
NA19393	asian_matched:DogoHLA	complete
NA19393	asian_matched:DogoHLA-no-graph	complete
NA19394	SpecHLA-IPD365-noFreq	complete
NA19394	T1K-four-field	complete
NA19394	full:DogoHLA	complete
NA19394	full:DogoHLA-no-graph	complete
NA19394	hprc:DogoHLA	complete
NA19394	hprc:DogoHLA-no-graph	complete
NA19394	asian_matched:DogoHLA	complete
NA19394	asian_matched:DogoHLA-no-graph	complete
NA19397	SpecHLA-IPD365-noFreq	complete
NA19397	T1K-four-field	complete
NA19397	full:DogoHLA	complete
NA19397	full:DogoHLA-no-graph	complete
NA19397	hprc:DogoHLA	complete
NA19397	hprc:DogoHLA-no-graph	complete
NA19397	asian_matched:DogoHLA	complete
NA19397	asian_matched:DogoHLA-no-graph	complete
NA19399	SpecHLA-IPD365-noFreq	complete
NA19399	T1K-four-field	complete
NA19399	full:DogoHLA	complete
NA19399	full:DogoHLA-no-graph	complete
NA19399	hprc:DogoHLA	complete
NA19399	hprc:DogoHLA-no-graph	complete
NA19399	asian_matched:DogoHLA	complete
NA19399	asian_matched:DogoHLA-no-graph	complete
NA19403	SpecHLA-IPD365-noFreq	complete
NA19403	T1K-four-field	complete
NA19403	full:DogoHLA	complete
NA19403	full:DogoHLA-no-graph	complete
NA19403	hprc:DogoHLA	complete
NA19403	hprc:DogoHLA-no-graph	complete
NA19403	asian_matched:DogoHLA	complete
NA19403	asian_matched:DogoHLA-no-graph	complete
NA19404	SpecHLA-IPD365-noFreq	complete
NA19404	T1K-four-field	complete
NA19404	full:DogoHLA	complete
NA19404	full:DogoHLA-no-graph	complete
NA19404	hprc:DogoHLA	complete
NA19404	hprc:DogoHLA-no-graph	complete
NA19404	asian_matched:DogoHLA	complete
NA19404	asian_matched:DogoHLA-no-graph	complete
NA19428	SpecHLA-IPD365-noFreq	complete
NA19428	T1K-four-field	complete
NA19428	full:DogoHLA	complete
NA19428	full:DogoHLA-no-graph	complete
NA19428	hprc:DogoHLA	complete
NA19428	hprc:DogoHLA-no-graph	complete
NA19428	asian_matched:DogoHLA	complete
NA19428	asian_matched:DogoHLA-no-graph	complete
NA19429	SpecHLA-IPD365-noFreq	complete
NA19429	T1K-four-field	complete
NA19429	full:DogoHLA	complete
NA19429	full:DogoHLA-no-graph	complete
NA19429	hprc:DogoHLA	complete
NA19429	hprc:DogoHLA-no-graph	complete
NA19429	asian_matched:DogoHLA	complete
NA19429	asian_matched:DogoHLA-no-graph	complete
NA19430	SpecHLA-IPD365-noFreq	complete
NA19430	T1K-four-field	complete
NA19430	full:DogoHLA	complete
NA19430	full:DogoHLA-no-graph	complete
NA19430	hprc:DogoHLA	complete
NA19430	hprc:DogoHLA-no-graph	complete
NA19430	asian_matched:DogoHLA	complete
NA19430	asian_matched:DogoHLA-no-graph	complete
NA19431	SpecHLA-IPD365-noFreq	complete
NA19431	T1K-four-field	complete
NA19431	full:DogoHLA	complete
NA19431	full:DogoHLA-no-graph	complete
NA19431	hprc:DogoHLA	complete
NA19431	hprc:DogoHLA-no-graph	complete
NA19431	asian_matched:DogoHLA	complete
NA19431	asian_matched:DogoHLA-no-graph	complete
NA19434	SpecHLA-IPD365-noFreq	complete
NA19434	T1K-four-field	complete
NA19434	full:DogoHLA	complete
NA19434	full:DogoHLA-no-graph	complete
NA19434	hprc:DogoHLA	complete
NA19434	hprc:DogoHLA-no-graph	complete
NA19434	asian_matched:DogoHLA	complete
NA19434	asian_matched:DogoHLA-no-graph	complete
NA19435	SpecHLA-IPD365-noFreq	complete
NA19435	T1K-four-field	complete
NA19435	full:DogoHLA	complete
NA19435	full:DogoHLA-no-graph	complete
NA19435	hprc:DogoHLA	complete
NA19435	hprc:DogoHLA-no-graph	complete
NA19435	asian_matched:DogoHLA	complete
NA19435	asian_matched:DogoHLA-no-graph	complete
NA19436	SpecHLA-IPD365-noFreq	complete
NA19436	T1K-four-field	complete
NA19436	full:DogoHLA	complete
NA19436	full:DogoHLA-no-graph	complete
NA19436	hprc:DogoHLA	complete
NA19436	hprc:DogoHLA-no-graph	complete
NA19436	asian_matched:DogoHLA	complete
NA19436	asian_matched:DogoHLA-no-graph	complete
NA19437	SpecHLA-IPD365-noFreq	complete
NA19437	T1K-four-field	complete
NA19437	full:DogoHLA	complete
NA19437	full:DogoHLA-no-graph	complete
NA19437	hprc:DogoHLA	complete
NA19437	hprc:DogoHLA-no-graph	complete
NA19437	asian_matched:DogoHLA	complete
NA19437	asian_matched:DogoHLA-no-graph	complete
NA19438	SpecHLA-IPD365-noFreq	complete
NA19438	T1K-four-field	complete
NA19438	full:DogoHLA	complete
NA19438	full:DogoHLA-no-graph	complete
NA19438	hprc:DogoHLA	complete
NA19438	hprc:DogoHLA-no-graph	complete
NA19438	asian_matched:DogoHLA	complete
NA19438	asian_matched:DogoHLA-no-graph	complete
NA19439	SpecHLA-IPD365-noFreq	complete
NA19439	T1K-four-field	complete
NA19439	full:DogoHLA	complete
NA19439	full:DogoHLA-no-graph	complete
NA19439	hprc:DogoHLA	complete
NA19439	hprc:DogoHLA-no-graph	complete
NA19439	asian_matched:DogoHLA	complete
NA19439	asian_matched:DogoHLA-no-graph	complete
NA19440	SpecHLA-IPD365-noFreq	complete
NA19440	T1K-four-field	complete
NA19440	full:DogoHLA	complete
NA19440	full:DogoHLA-no-graph	complete
NA19440	hprc:DogoHLA	complete
NA19440	hprc:DogoHLA-no-graph	complete
NA19440	asian_matched:DogoHLA	complete
NA19440	asian_matched:DogoHLA-no-graph	complete
NA19445	SpecHLA-IPD365-noFreq	complete
NA19445	T1K-four-field	complete
NA19445	full:DogoHLA	complete
NA19445	full:DogoHLA-no-graph	complete
NA19445	hprc:DogoHLA	complete
NA19445	hprc:DogoHLA-no-graph	complete
NA19445	asian_matched:DogoHLA	complete
NA19445	asian_matched:DogoHLA-no-graph	complete
NA19446	SpecHLA-IPD365-noFreq	complete
NA19446	T1K-four-field	complete
NA19446	full:DogoHLA	complete
NA19446	full:DogoHLA-no-graph	complete
NA19446	hprc:DogoHLA	complete
NA19446	hprc:DogoHLA-no-graph	complete
NA19446	asian_matched:DogoHLA	complete
NA19446	asian_matched:DogoHLA-no-graph	complete
NA19448	SpecHLA-IPD365-noFreq	complete
NA19448	T1K-four-field	complete
NA19448	full:DogoHLA	complete
NA19448	full:DogoHLA-no-graph	complete
NA19448	hprc:DogoHLA	complete
NA19448	hprc:DogoHLA-no-graph	complete
NA19448	asian_matched:DogoHLA	complete
NA19448	asian_matched:DogoHLA-no-graph	complete
NA19449	SpecHLA-IPD365-noFreq	complete
NA19449	T1K-four-field	complete
NA19449	full:DogoHLA	complete
NA19449	full:DogoHLA-no-graph	complete
NA19449	hprc:DogoHLA	complete
NA19449	hprc:DogoHLA-no-graph	complete
NA19449	asian_matched:DogoHLA	complete
NA19449	asian_matched:DogoHLA-no-graph	complete
NA19451	SpecHLA-IPD365-noFreq	complete
NA19451	T1K-four-field	complete
NA19451	full:DogoHLA	complete
NA19451	full:DogoHLA-no-graph	complete
NA19451	hprc:DogoHLA	complete
NA19451	hprc:DogoHLA-no-graph	complete
NA19451	asian_matched:DogoHLA	complete
NA19451	asian_matched:DogoHLA-no-graph	complete
NA19452	SpecHLA-IPD365-noFreq	complete
NA19452	T1K-four-field	complete
NA19452	full:DogoHLA	complete
NA19452	full:DogoHLA-no-graph	complete
NA19452	hprc:DogoHLA	complete
NA19452	hprc:DogoHLA-no-graph	complete
NA19452	asian_matched:DogoHLA	complete
NA19452	asian_matched:DogoHLA-no-graph	complete
NA19455	SpecHLA-IPD365-noFreq	complete
NA19455	T1K-four-field	complete
NA19455	full:DogoHLA	complete
NA19455	full:DogoHLA-no-graph	complete
NA19455	hprc:DogoHLA	complete
NA19455	hprc:DogoHLA-no-graph	complete
NA19455	asian_matched:DogoHLA	complete
NA19455	asian_matched:DogoHLA-no-graph	complete
NA19456	SpecHLA-IPD365-noFreq	complete
NA19456	T1K-four-field	complete
NA19456	full:DogoHLA	complete
NA19456	full:DogoHLA-no-graph	complete
NA19456	hprc:DogoHLA	complete
NA19456	hprc:DogoHLA-no-graph	complete
NA19456	asian_matched:DogoHLA	complete
NA19456	asian_matched:DogoHLA-no-graph	complete
NA19457	SpecHLA-IPD365-noFreq	complete
NA19457	T1K-four-field	complete
NA19457	full:DogoHLA	complete
NA19457	full:DogoHLA-no-graph	complete
NA19457	hprc:DogoHLA	complete
NA19457	hprc:DogoHLA-no-graph	complete
NA19457	asian_matched:DogoHLA	complete
NA19457	asian_matched:DogoHLA-no-graph	complete
NA19462	SpecHLA-IPD365-noFreq	complete
NA19462	T1K-four-field	complete
NA19462	full:DogoHLA	complete
NA19462	full:DogoHLA-no-graph	complete
NA19462	hprc:DogoHLA	complete
NA19462	hprc:DogoHLA-no-graph	complete
NA19462	asian_matched:DogoHLA	complete
NA19462	asian_matched:DogoHLA-no-graph	complete
NA19463	SpecHLA-IPD365-noFreq	complete
NA19463	T1K-four-field	complete
NA19463	full:DogoHLA	complete
NA19463	full:DogoHLA-no-graph	complete
NA19463	hprc:DogoHLA	complete
NA19463	hprc:DogoHLA-no-graph	complete
NA19463	asian_matched:DogoHLA	complete
NA19463	asian_matched:DogoHLA-no-graph	complete
NA19466	SpecHLA-IPD365-noFreq	complete
NA19466	T1K-four-field	complete
NA19466	full:DogoHLA	complete
NA19466	full:DogoHLA-no-graph	complete
NA19466	hprc:DogoHLA	complete
NA19466	hprc:DogoHLA-no-graph	complete
NA19466	asian_matched:DogoHLA	complete
NA19466	asian_matched:DogoHLA-no-graph	complete
NA19467	SpecHLA-IPD365-noFreq	complete
NA19467	T1K-four-field	complete
NA19467	full:DogoHLA	complete
NA19467	full:DogoHLA-no-graph	complete
NA19467	hprc:DogoHLA	complete
NA19467	hprc:DogoHLA-no-graph	complete
NA19467	asian_matched:DogoHLA	complete
NA19467	asian_matched:DogoHLA-no-graph	complete
NA19471	SpecHLA-IPD365-noFreq	complete
NA19471	T1K-four-field	complete
NA19471	full:DogoHLA	complete
NA19471	full:DogoHLA-no-graph	complete
NA19471	hprc:DogoHLA	complete
NA19471	hprc:DogoHLA-no-graph	complete
NA19471	asian_matched:DogoHLA	complete
NA19471	asian_matched:DogoHLA-no-graph	complete
NA19472	SpecHLA-IPD365-noFreq	complete
NA19472	T1K-four-field	complete
NA19472	full:DogoHLA	complete
NA19472	full:DogoHLA-no-graph	complete
NA19472	hprc:DogoHLA	complete
NA19472	hprc:DogoHLA-no-graph	complete
NA19472	asian_matched:DogoHLA	complete
NA19472	asian_matched:DogoHLA-no-graph	complete
NA19473	SpecHLA-IPD365-noFreq	complete
NA19473	T1K-four-field	complete
NA19473	full:DogoHLA	complete
NA19473	full:DogoHLA-no-graph	complete
NA19473	hprc:DogoHLA	complete
NA19473	hprc:DogoHLA-no-graph	complete
NA19473	asian_matched:DogoHLA	complete
NA19473	asian_matched:DogoHLA-no-graph	complete
NA19474	SpecHLA-IPD365-noFreq	complete
NA19474	T1K-four-field	complete
NA19474	full:DogoHLA	complete
NA19474	full:DogoHLA-no-graph	complete
NA19474	hprc:DogoHLA	complete
NA19474	hprc:DogoHLA-no-graph	complete
NA19474	asian_matched:DogoHLA	complete
NA19474	asian_matched:DogoHLA-no-graph	complete
NA19625	SpecHLA-IPD365-noFreq	complete
NA19625	T1K-four-field	complete
NA19625	full:DogoHLA	complete
NA19625	full:DogoHLA-no-graph	complete
NA19625	hprc:DogoHLA	complete
NA19625	hprc:DogoHLA-no-graph	complete
NA19625	asian_matched:DogoHLA	complete
NA19625	asian_matched:DogoHLA-no-graph	complete
NA19648	SpecHLA-IPD365-noFreq	complete
NA19648	T1K-four-field	complete
NA19648	full:DogoHLA	complete
NA19648	full:DogoHLA-no-graph	complete
NA19648	hprc:DogoHLA	complete
NA19648	hprc:DogoHLA-no-graph	complete
NA19648	asian_matched:DogoHLA	complete
NA19648	asian_matched:DogoHLA-no-graph	complete
NA19649	SpecHLA-IPD365-noFreq	complete
NA19649	T1K-four-field	complete
NA19649	full:DogoHLA	complete
NA19649	full:DogoHLA-no-graph	complete
NA19649	hprc:DogoHLA	complete
NA19649	hprc:DogoHLA-no-graph	complete
NA19649	asian_matched:DogoHLA	complete
NA19649	asian_matched:DogoHLA-no-graph	complete
NA19650	SpecHLA-IPD365-noFreq	complete
NA19650	T1K-four-field	complete
NA19650	full:DogoHLA	complete
NA19650	full:DogoHLA-no-graph	complete
NA19650	hprc:DogoHLA	complete
NA19650	hprc:DogoHLA-no-graph	complete
NA19650	asian_matched:DogoHLA	complete
NA19650	asian_matched:DogoHLA-no-graph	complete
NA19651	SpecHLA-IPD365-noFreq	complete
NA19651	T1K-four-field	complete
NA19651	full:DogoHLA	complete
NA19651	full:DogoHLA-no-graph	complete
NA19651	hprc:DogoHLA	complete
NA19651	hprc:DogoHLA-no-graph	complete
NA19651	asian_matched:DogoHLA	complete
NA19651	asian_matched:DogoHLA-no-graph	complete
NA19652	SpecHLA-IPD365-noFreq	complete
NA19652	T1K-four-field	complete
NA19652	full:DogoHLA	complete
NA19652	full:DogoHLA-no-graph	complete
NA19652	hprc:DogoHLA	complete
NA19652	hprc:DogoHLA-no-graph	complete
NA19652	asian_matched:DogoHLA	complete
NA19652	asian_matched:DogoHLA-no-graph	complete
NA19653	SpecHLA-IPD365-noFreq	complete
NA19653	T1K-four-field	complete
NA19653	full:DogoHLA	complete
NA19653	full:DogoHLA-no-graph	complete
NA19653	hprc:DogoHLA	complete
NA19653	hprc:DogoHLA-no-graph	complete
NA19653	asian_matched:DogoHLA	complete
NA19653	asian_matched:DogoHLA-no-graph	complete
NA19654	SpecHLA-IPD365-noFreq	complete
NA19654	T1K-four-field	complete
NA19654	full:DogoHLA	complete
NA19654	full:DogoHLA-no-graph	complete
NA19654	hprc:DogoHLA	complete
NA19654	hprc:DogoHLA-no-graph	complete
NA19654	asian_matched:DogoHLA	complete
NA19654	asian_matched:DogoHLA-no-graph	complete
NA19655	SpecHLA-IPD365-noFreq	complete
NA19655	T1K-four-field	complete
NA19655	full:DogoHLA	complete
NA19655	full:DogoHLA-no-graph	complete
NA19655	hprc:DogoHLA	complete
NA19655	hprc:DogoHLA-no-graph	complete
NA19655	asian_matched:DogoHLA	complete
NA19655	asian_matched:DogoHLA-no-graph	complete
NA19656	SpecHLA-IPD365-noFreq	complete
NA19656	T1K-four-field	complete
NA19656	full:DogoHLA	complete
NA19656	full:DogoHLA-no-graph	complete
NA19656	hprc:DogoHLA	complete
NA19656	hprc:DogoHLA-no-graph	complete
NA19656	asian_matched:DogoHLA	complete
NA19656	asian_matched:DogoHLA-no-graph	complete
NA19657	SpecHLA-IPD365-noFreq	complete
NA19657	T1K-four-field	complete
NA19657	full:DogoHLA	complete
NA19657	full:DogoHLA-no-graph	complete
NA19657	hprc:DogoHLA	complete
NA19657	hprc:DogoHLA-no-graph	complete
NA19657	asian_matched:DogoHLA	complete
NA19657	asian_matched:DogoHLA-no-graph	complete
NA19658	SpecHLA-IPD365-noFreq	complete
NA19658	T1K-four-field	complete
NA19658	full:DogoHLA	complete
NA19658	full:DogoHLA-no-graph	complete
NA19658	hprc:DogoHLA	complete
NA19658	hprc:DogoHLA-no-graph	complete
NA19658	asian_matched:DogoHLA	complete
NA19658	asian_matched:DogoHLA-no-graph	complete
NA19659	SpecHLA-IPD365-noFreq	complete
NA19659	T1K-four-field	complete
NA19659	full:DogoHLA	complete
NA19659	full:DogoHLA-no-graph	complete
NA19659	hprc:DogoHLA	complete
NA19659	hprc:DogoHLA-no-graph	complete
NA19659	asian_matched:DogoHLA	complete
NA19659	asian_matched:DogoHLA-no-graph	complete
NA19660	SpecHLA-IPD365-noFreq	complete
NA19660	T1K-four-field	complete
NA19660	full:DogoHLA	complete
NA19660	full:DogoHLA-no-graph	complete
NA19660	hprc:DogoHLA	complete
NA19660	hprc:DogoHLA-no-graph	complete
NA19660	asian_matched:DogoHLA	complete
NA19660	asian_matched:DogoHLA-no-graph	complete
NA19661	SpecHLA-IPD365-noFreq	complete
NA19661	T1K-four-field	complete
NA19661	full:DogoHLA	complete
NA19661	full:DogoHLA-no-graph	complete
NA19661	hprc:DogoHLA	complete
NA19661	hprc:DogoHLA-no-graph	complete
NA19661	asian_matched:DogoHLA	complete
NA19661	asian_matched:DogoHLA-no-graph	complete
NA19662	SpecHLA-IPD365-noFreq	complete
NA19662	T1K-four-field	complete
NA19662	full:DogoHLA	complete
NA19662	full:DogoHLA-no-graph	complete
NA19662	hprc:DogoHLA	complete
NA19662	hprc:DogoHLA-no-graph	complete
NA19662	asian_matched:DogoHLA	complete
NA19662	asian_matched:DogoHLA-no-graph	complete
NA19663	SpecHLA-IPD365-noFreq	complete
NA19663	T1K-four-field	complete
NA19663	full:DogoHLA	complete
NA19663	full:DogoHLA-no-graph	complete
NA19663	hprc:DogoHLA	complete
NA19663	hprc:DogoHLA-no-graph	complete
NA19663	asian_matched:DogoHLA	complete
NA19663	asian_matched:DogoHLA-no-graph	complete
NA19664	SpecHLA-IPD365-noFreq	complete
NA19664	T1K-four-field	complete
NA19664	full:DogoHLA	complete
NA19664	full:DogoHLA-no-graph	complete
NA19664	hprc:DogoHLA	complete
NA19664	hprc:DogoHLA-no-graph	complete
NA19664	asian_matched:DogoHLA	complete
NA19664	asian_matched:DogoHLA-no-graph	complete
NA19665	SpecHLA-IPD365-noFreq	complete
NA19665	T1K-four-field	complete
NA19665	full:DogoHLA	complete
NA19665	full:DogoHLA-no-graph	complete
NA19665	hprc:DogoHLA	complete
NA19665	hprc:DogoHLA-no-graph	complete
NA19665	asian_matched:DogoHLA	complete
NA19665	asian_matched:DogoHLA-no-graph	complete
NA19669	SpecHLA-IPD365-noFreq	complete
NA19669	T1K-four-field	complete
NA19669	full:DogoHLA	complete
NA19669	full:DogoHLA-no-graph	complete
NA19669	hprc:DogoHLA	complete
NA19669	hprc:DogoHLA-no-graph	complete
NA19669	asian_matched:DogoHLA	complete
NA19669	asian_matched:DogoHLA-no-graph	complete
NA19670	SpecHLA-IPD365-noFreq	complete
NA19670	T1K-four-field	complete
NA19670	full:DogoHLA	complete
NA19670	full:DogoHLA-no-graph	complete
NA19670	hprc:DogoHLA	complete
NA19670	hprc:DogoHLA-no-graph	complete
NA19670	asian_matched:DogoHLA	complete
NA19670	asian_matched:DogoHLA-no-graph	complete
NA19671	SpecHLA-IPD365-noFreq	complete
NA19671	T1K-four-field	complete
NA19671	full:DogoHLA	complete
NA19671	full:DogoHLA-no-graph	complete
NA19671	hprc:DogoHLA	complete
NA19671	hprc:DogoHLA-no-graph	complete
NA19671	asian_matched:DogoHLA	complete
NA19671	asian_matched:DogoHLA-no-graph	complete
NA19675	SpecHLA-IPD365-noFreq	complete
NA19675	T1K-four-field	complete
NA19675	full:DogoHLA	complete
NA19675	full:DogoHLA-no-graph	complete
NA19675	hprc:DogoHLA	complete
NA19675	hprc:DogoHLA-no-graph	complete
NA19675	asian_matched:DogoHLA	complete
NA19675	asian_matched:DogoHLA-no-graph	complete
NA19676	SpecHLA-IPD365-noFreq	complete
NA19676	T1K-four-field	complete
NA19676	full:DogoHLA	complete
NA19676	full:DogoHLA-no-graph	complete
NA19676	hprc:DogoHLA	complete
NA19676	hprc:DogoHLA-no-graph	complete
NA19676	asian_matched:DogoHLA	complete
NA19676	asian_matched:DogoHLA-no-graph	complete
NA19677	SpecHLA-IPD365-noFreq	complete
NA19677	T1K-four-field	complete
NA19677	full:DogoHLA	complete
NA19677	full:DogoHLA-no-graph	complete
NA19677	hprc:DogoHLA	complete
NA19677	hprc:DogoHLA-no-graph	complete
NA19677	asian_matched:DogoHLA	complete
NA19677	asian_matched:DogoHLA-no-graph	complete
NA19678	SpecHLA-IPD365-noFreq	complete
NA19678	T1K-four-field	complete
NA19678	full:DogoHLA	complete
NA19678	full:DogoHLA-no-graph	complete
NA19678	hprc:DogoHLA	complete
NA19678	hprc:DogoHLA-no-graph	complete
NA19678	asian_matched:DogoHLA	complete
NA19678	asian_matched:DogoHLA-no-graph	complete
NA19679	SpecHLA-IPD365-noFreq	complete
NA19679	T1K-four-field	complete
NA19679	full:DogoHLA	complete
NA19679	full:DogoHLA-no-graph	complete
NA19679	hprc:DogoHLA	complete
NA19679	hprc:DogoHLA-no-graph	complete
NA19679	asian_matched:DogoHLA	complete
NA19679	asian_matched:DogoHLA-no-graph	complete
NA19680	SpecHLA-IPD365-noFreq	complete
NA19680	T1K-four-field	complete
NA19680	full:DogoHLA	complete
NA19680	full:DogoHLA-no-graph	complete
NA19680	hprc:DogoHLA	complete
NA19680	hprc:DogoHLA-no-graph	complete
NA19680	asian_matched:DogoHLA	complete
NA19680	asian_matched:DogoHLA-no-graph	complete
NA19684	SpecHLA-IPD365-noFreq	complete
NA19684	T1K-four-field	complete
NA19684	full:DogoHLA	complete
NA19684	full:DogoHLA-no-graph	complete
NA19684	hprc:DogoHLA	complete
NA19684	hprc:DogoHLA-no-graph	complete
NA19684	asian_matched:DogoHLA	complete
NA19684	asian_matched:DogoHLA-no-graph	complete
NA19685	SpecHLA-IPD365-noFreq	complete
NA19685	T1K-four-field	complete
NA19685	full:DogoHLA	complete
NA19685	full:DogoHLA-no-graph	complete
NA19685	hprc:DogoHLA	complete
NA19685	hprc:DogoHLA-no-graph	complete
NA19685	asian_matched:DogoHLA	complete
NA19685	asian_matched:DogoHLA-no-graph	complete
NA19686	SpecHLA-IPD365-noFreq	complete
NA19686	T1K-four-field	complete
NA19686	full:DogoHLA	complete
NA19686	full:DogoHLA-no-graph	complete
NA19686	hprc:DogoHLA	complete
NA19686	hprc:DogoHLA-no-graph	complete
NA19686	asian_matched:DogoHLA	complete
NA19686	asian_matched:DogoHLA-no-graph	complete
NA19703	SpecHLA-IPD365-noFreq	complete
NA19703	T1K-four-field	complete
NA19703	full:DogoHLA	complete
NA19703	full:DogoHLA-no-graph	complete
NA19703	hprc:DogoHLA	complete
NA19703	hprc:DogoHLA-no-graph	complete
NA19703	asian_matched:DogoHLA	complete
NA19703	asian_matched:DogoHLA-no-graph	complete
NA19704	SpecHLA-IPD365-noFreq	complete
NA19704	T1K-four-field	complete
NA19704	full:DogoHLA	complete
NA19704	full:DogoHLA-no-graph	complete
NA19704	hprc:DogoHLA	complete
NA19704	hprc:DogoHLA-no-graph	complete
NA19704	asian_matched:DogoHLA	complete
NA19704	asian_matched:DogoHLA-no-graph	complete
NA19705	SpecHLA-IPD365-noFreq	complete
NA19705	T1K-four-field	complete
NA19705	full:DogoHLA	complete
NA19705	full:DogoHLA-no-graph	complete
NA19705	hprc:DogoHLA	complete
NA19705	hprc:DogoHLA-no-graph	complete
NA19705	asian_matched:DogoHLA	complete
NA19705	asian_matched:DogoHLA-no-graph	complete
NA19707	SpecHLA-IPD365-noFreq	complete
NA19707	T1K-four-field	complete
NA19707	full:DogoHLA	complete
NA19707	full:DogoHLA-no-graph	complete
NA19707	hprc:DogoHLA	complete
NA19707	hprc:DogoHLA-no-graph	complete
NA19707	asian_matched:DogoHLA	complete
NA19707	asian_matched:DogoHLA-no-graph	complete
NA19711	SpecHLA-IPD365-noFreq	complete
NA19711	T1K-four-field	complete
NA19711	full:DogoHLA	complete
NA19711	full:DogoHLA-no-graph	complete
NA19711	hprc:DogoHLA	complete
NA19711	hprc:DogoHLA-no-graph	complete
NA19711	asian_matched:DogoHLA	complete
NA19711	asian_matched:DogoHLA-no-graph	complete
NA19712	SpecHLA-IPD365-noFreq	complete
NA19712	T1K-four-field	complete
NA19712	full:DogoHLA	complete
NA19712	full:DogoHLA-no-graph	complete
NA19712	hprc:DogoHLA	complete
NA19712	hprc:DogoHLA-no-graph	complete
NA19712	asian_matched:DogoHLA	complete
NA19712	asian_matched:DogoHLA-no-graph	complete
NA19713	SpecHLA-IPD365-noFreq	complete
NA19713	T1K-four-field	complete
NA19713	full:DogoHLA	complete
NA19713	full:DogoHLA-no-graph	complete
NA19713	hprc:DogoHLA	complete
NA19713	hprc:DogoHLA-no-graph	complete
NA19713	asian_matched:DogoHLA	complete
NA19713	asian_matched:DogoHLA-no-graph	complete
NA19716	SpecHLA-IPD365-noFreq	complete
NA19716	T1K-four-field	complete
NA19716	full:DogoHLA	complete
NA19716	full:DogoHLA-no-graph	complete
NA19716	hprc:DogoHLA	complete
NA19716	hprc:DogoHLA-no-graph	complete
NA19716	asian_matched:DogoHLA	complete
NA19716	asian_matched:DogoHLA-no-graph	complete
NA19717	SpecHLA-IPD365-noFreq	complete
NA19717	T1K-four-field	complete
NA19717	full:DogoHLA	complete
NA19717	full:DogoHLA-no-graph	complete
NA19717	hprc:DogoHLA	complete
NA19717	hprc:DogoHLA-no-graph	complete
NA19717	asian_matched:DogoHLA	complete
NA19717	asian_matched:DogoHLA-no-graph	complete
NA19718	SpecHLA-IPD365-noFreq	complete
NA19718	T1K-four-field	complete
NA19718	full:DogoHLA	complete
NA19718	full:DogoHLA-no-graph	complete
NA19718	hprc:DogoHLA	complete
NA19718	hprc:DogoHLA-no-graph	complete
NA19718	asian_matched:DogoHLA	complete
NA19718	asian_matched:DogoHLA-no-graph	complete
NA19719	SpecHLA-IPD365-noFreq	complete
NA19719	T1K-four-field	complete
NA19719	full:DogoHLA	complete
NA19719	full:DogoHLA-no-graph	complete
NA19719	hprc:DogoHLA	complete
NA19719	hprc:DogoHLA-no-graph	complete
NA19719	asian_matched:DogoHLA	complete
NA19719	asian_matched:DogoHLA-no-graph	complete
NA19720	SpecHLA-IPD365-noFreq	complete
NA19720	T1K-four-field	complete
NA19720	full:DogoHLA	complete
NA19720	full:DogoHLA-no-graph	complete
NA19720	hprc:DogoHLA	complete
NA19720	hprc:DogoHLA-no-graph	complete
NA19720	asian_matched:DogoHLA	complete
NA19720	asian_matched:DogoHLA-no-graph	complete
NA19721	SpecHLA-IPD365-noFreq	complete
NA19721	T1K-four-field	complete
NA19721	full:DogoHLA	complete
NA19721	full:DogoHLA-no-graph	complete
NA19721	hprc:DogoHLA	complete
NA19721	hprc:DogoHLA-no-graph	complete
NA19721	asian_matched:DogoHLA	complete
NA19721	asian_matched:DogoHLA-no-graph	complete
NA19722	SpecHLA-IPD365-noFreq	complete
NA19722	T1K-four-field	complete
NA19722	full:DogoHLA	complete
NA19722	full:DogoHLA-no-graph	complete
NA19722	hprc:DogoHLA	complete
NA19722	hprc:DogoHLA-no-graph	complete
NA19722	asian_matched:DogoHLA	complete
NA19722	asian_matched:DogoHLA-no-graph	complete
NA19723	SpecHLA-IPD365-noFreq	complete
NA19723	T1K-four-field	complete
NA19723	full:DogoHLA	complete
NA19723	full:DogoHLA-no-graph	complete
NA19723	hprc:DogoHLA	complete
NA19723	hprc:DogoHLA-no-graph	complete
NA19723	asian_matched:DogoHLA	complete
NA19723	asian_matched:DogoHLA-no-graph	complete
NA19724	SpecHLA-IPD365-noFreq	complete
NA19724	T1K-four-field	complete
NA19724	full:DogoHLA	complete
NA19724	full:DogoHLA-no-graph	complete
NA19724	hprc:DogoHLA	complete
NA19724	hprc:DogoHLA-no-graph	complete
NA19724	asian_matched:DogoHLA	complete
NA19724	asian_matched:DogoHLA-no-graph	complete
NA19725	SpecHLA-IPD365-noFreq	complete
NA19725	T1K-four-field	complete
NA19725	full:DogoHLA	complete
NA19725	full:DogoHLA-no-graph	complete
NA19725	hprc:DogoHLA	complete
NA19725	hprc:DogoHLA-no-graph	complete
NA19725	asian_matched:DogoHLA	complete
NA19725	asian_matched:DogoHLA-no-graph	complete
