donor	method	state
HG01374	asian_matched:DogoHLA	complete
HG01374	asian_matched:DogoHLA-no-graph	complete
HG01375	SpecHLA-IPD365-noFreq	complete
HG01375	T1K-four-field	complete
HG01375	full:DogoHLA	complete
HG01375	full:DogoHLA-no-graph	complete
HG01375	hprc:DogoHLA	complete
HG01375	hprc:DogoHLA-no-graph	complete
HG01375	asian_matched:DogoHLA	complete
HG01375	asian_matched:DogoHLA-no-graph	complete
HG01377	SpecHLA-IPD365-noFreq	complete
HG01377	T1K-four-field	complete
HG01377	full:DogoHLA	complete
HG01377	full:DogoHLA-no-graph	complete
HG01377	hprc:DogoHLA	complete
HG01377	hprc:DogoHLA-no-graph	complete
HG01377	asian_matched:DogoHLA	complete
HG01377	asian_matched:DogoHLA-no-graph	complete
HG01378	SpecHLA-IPD365-noFreq	complete
HG01378	T1K-four-field	complete
HG01378	full:DogoHLA	complete
HG01378	full:DogoHLA-no-graph	complete
HG01378	hprc:DogoHLA	complete
HG01378	hprc:DogoHLA-no-graph	complete
HG01378	asian_matched:DogoHLA	complete
HG01378	asian_matched:DogoHLA-no-graph	complete
HG01383	SpecHLA-IPD365-noFreq	complete
HG01383	T1K-four-field	complete
HG01383	full:DogoHLA	complete
HG01383	full:DogoHLA-no-graph	complete
HG01383	hprc:DogoHLA	complete
HG01383	hprc:DogoHLA-no-graph	complete
HG01383	asian_matched:DogoHLA	complete
HG01383	asian_matched:DogoHLA-no-graph	complete
HG01384	SpecHLA-IPD365-noFreq	complete
HG01384	T1K-four-field	complete
HG01384	full:DogoHLA	complete
HG01384	full:DogoHLA-no-graph	complete
HG01384	hprc:DogoHLA	complete
HG01384	hprc:DogoHLA-no-graph	complete
HG01384	asian_matched:DogoHLA	complete
HG01384	asian_matched:DogoHLA-no-graph	complete
HG01389	SpecHLA-IPD365-noFreq	complete
HG01389	T1K-four-field	complete
HG01389	full:DogoHLA	complete
HG01389	full:DogoHLA-no-graph	complete
HG01389	hprc:DogoHLA	complete
HG01389	hprc:DogoHLA-no-graph	complete
HG01389	asian_matched:DogoHLA	complete
HG01389	asian_matched:DogoHLA-no-graph	complete
HG01390	SpecHLA-IPD365-noFreq	complete
HG01390	T1K-four-field	complete
HG01390	full:DogoHLA	complete
HG01390	full:DogoHLA-no-graph	complete
HG01390	hprc:DogoHLA	complete
HG01390	hprc:DogoHLA-no-graph	complete
HG01390	asian_matched:DogoHLA	complete
HG01390	asian_matched:DogoHLA-no-graph	complete
HG01437	SpecHLA-IPD365-noFreq	complete
HG01437	T1K-four-field	complete
HG01437	full:DogoHLA	complete
HG01437	full:DogoHLA-no-graph	complete
HG01437	hprc:DogoHLA	complete
HG01437	hprc:DogoHLA-no-graph	complete
HG01437	asian_matched:DogoHLA	complete
HG01437	asian_matched:DogoHLA-no-graph	complete
HG01438	SpecHLA-IPD365-noFreq	complete
HG01438	T1K-four-field	complete
HG01438	full:DogoHLA	complete
HG01438	full:DogoHLA-no-graph	complete
HG01438	hprc:DogoHLA	complete
HG01438	hprc:DogoHLA-no-graph	complete
HG01438	asian_matched:DogoHLA	complete
HG01438	asian_matched:DogoHLA-no-graph	complete
HG01440	SpecHLA-IPD365-noFreq	complete
HG01440	T1K-four-field	complete
HG01440	full:DogoHLA	complete
HG01440	full:DogoHLA-no-graph	complete
HG01440	hprc:DogoHLA	complete
HG01440	hprc:DogoHLA-no-graph	complete
HG01440	asian_matched:DogoHLA	complete
HG01440	asian_matched:DogoHLA-no-graph	complete
HG01441	SpecHLA-IPD365-noFreq	complete
HG01441	T1K-four-field	complete
HG01441	full:DogoHLA	complete
HG01441	full:DogoHLA-no-graph	complete
HG01441	hprc:DogoHLA	complete
HG01441	hprc:DogoHLA-no-graph	complete
HG01441	asian_matched:DogoHLA	complete
HG01441	asian_matched:DogoHLA-no-graph	complete
HG01455	SpecHLA-IPD365-noFreq	complete
HG01455	T1K-four-field	complete
HG01455	full:DogoHLA	complete
HG01455	full:DogoHLA-no-graph	complete
HG01455	hprc:DogoHLA	complete
HG01455	hprc:DogoHLA-no-graph	complete
HG01455	asian_matched:DogoHLA	complete
HG01455	asian_matched:DogoHLA-no-graph	complete
HG01456	SpecHLA-IPD365-noFreq	complete
HG01456	T1K-four-field	complete
HG01456	full:DogoHLA	complete
HG01456	full:DogoHLA-no-graph	complete
HG01456	hprc:DogoHLA	complete
HG01456	hprc:DogoHLA-no-graph	complete
HG01456	asian_matched:DogoHLA	complete
HG01456	asian_matched:DogoHLA-no-graph	complete
HG01461	SpecHLA-IPD365-noFreq	complete
HG01461	T1K-four-field	complete
HG01461	full:DogoHLA	complete
HG01461	full:DogoHLA-no-graph	complete
HG01461	hprc:DogoHLA	complete
HG01461	hprc:DogoHLA-no-graph	complete
HG01461	asian_matched:DogoHLA	complete
HG01461	asian_matched:DogoHLA-no-graph	complete
HG01462	SpecHLA-IPD365-noFreq	complete
HG01462	T1K-four-field	complete
HG01462	full:DogoHLA	complete
HG01462	full:DogoHLA-no-graph	complete
HG01462	hprc:DogoHLA	complete
HG01462	hprc:DogoHLA-no-graph	complete
HG01462	asian_matched:DogoHLA	complete
HG01462	asian_matched:DogoHLA-no-graph	complete
HG01464	SpecHLA-IPD365-noFreq	complete
HG01464	T1K-four-field	complete
HG01464	full:DogoHLA	complete
HG01464	full:DogoHLA-no-graph	complete
HG01464	hprc:DogoHLA	complete
HG01464	hprc:DogoHLA-no-graph	complete
HG01464	asian_matched:DogoHLA	complete
HG01464	asian_matched:DogoHLA-no-graph	complete
HG01465	SpecHLA-IPD365-noFreq	complete
HG01465	T1K-four-field	complete
HG01465	full:DogoHLA	complete
HG01465	full:DogoHLA-no-graph	complete
HG01465	hprc:DogoHLA	complete
HG01465	hprc:DogoHLA-no-graph	complete
HG01465	asian_matched:DogoHLA	complete
HG01465	asian_matched:DogoHLA-no-graph	complete
HG01488	SpecHLA-IPD365-noFreq	complete
HG01488	T1K-four-field	complete
HG01488	full:DogoHLA	complete
HG01488	full:DogoHLA-no-graph	complete
HG01488	hprc:DogoHLA	complete
HG01488	hprc:DogoHLA-no-graph	complete
HG01488	asian_matched:DogoHLA	complete
HG01488	asian_matched:DogoHLA-no-graph	complete
HG01489	SpecHLA-IPD365-noFreq	complete
HG01489	T1K-four-field	complete
HG01489	full:DogoHLA	complete
HG01489	full:DogoHLA-no-graph	complete
HG01489	hprc:DogoHLA	complete
HG01489	hprc:DogoHLA-no-graph	complete
HG01489	asian_matched:DogoHLA	complete
HG01489	asian_matched:DogoHLA-no-graph	complete
HG01491	SpecHLA-IPD365-noFreq	complete
HG01491	T1K-four-field	complete
HG01491	full:DogoHLA	complete
HG01491	full:DogoHLA-no-graph	complete
HG01491	hprc:DogoHLA	complete
HG01491	hprc:DogoHLA-no-graph	complete
HG01491	asian_matched:DogoHLA	complete
HG01491	asian_matched:DogoHLA-no-graph	complete
HG01492	SpecHLA-IPD365-noFreq	complete
HG01492	T1K-four-field	complete
HG01492	full:DogoHLA	complete
HG01492	full:DogoHLA-no-graph	complete
HG01492	hprc:DogoHLA	complete
HG01492	hprc:DogoHLA-no-graph	complete
HG01492	asian_matched:DogoHLA	complete
HG01492	asian_matched:DogoHLA-no-graph	complete
HG01497	SpecHLA-IPD365-noFreq	complete
HG01497	T1K-four-field	complete
HG01497	full:DogoHLA	complete
HG01497	full:DogoHLA-no-graph	complete
HG01497	hprc:DogoHLA	complete
HG01497	hprc:DogoHLA-no-graph	complete
HG01497	asian_matched:DogoHLA	complete
HG01497	asian_matched:DogoHLA-no-graph	complete
HG01498	SpecHLA-IPD365-noFreq	complete
HG01498	T1K-four-field	complete
HG01498	full:DogoHLA	complete
HG01498	full:DogoHLA-no-graph	complete
HG01498	hprc:DogoHLA	complete
HG01498	hprc:DogoHLA-no-graph	complete
HG01498	asian_matched:DogoHLA	complete
HG01498	asian_matched:DogoHLA-no-graph	complete
HG01550	SpecHLA-IPD365-noFreq	complete
HG01550	T1K-four-field	complete
HG01550	full:DogoHLA	complete
HG01550	full:DogoHLA-no-graph	complete
HG01550	hprc:DogoHLA	complete
HG01550	hprc:DogoHLA-no-graph	complete
HG01550	asian_matched:DogoHLA	complete
HG01550	asian_matched:DogoHLA-no-graph	complete
HG01551	SpecHLA-IPD365-noFreq	complete
HG01551	T1K-four-field	complete
HG01551	full:DogoHLA	complete
HG01551	full:DogoHLA-no-graph	complete
HG01551	hprc:DogoHLA	complete
HG01551	hprc:DogoHLA-no-graph	complete
HG01551	asian_matched:DogoHLA	complete
HG01551	asian_matched:DogoHLA-no-graph	complete
NA06985	SpecHLA-IPD365-noFreq	complete
NA06985	T1K-four-field	complete
NA06985	full:DogoHLA	complete
NA06985	full:DogoHLA-no-graph	complete
NA06985	hprc:DogoHLA	complete
NA06985	hprc:DogoHLA-no-graph	complete
NA06985	asian_matched:DogoHLA	complete
NA06985	asian_matched:DogoHLA-no-graph	complete
NA06986	SpecHLA-IPD365-noFreq	complete
NA06986	T1K-four-field	complete
NA06986	full:DogoHLA	complete
NA06986	full:DogoHLA-no-graph	complete
NA06986	hprc:DogoHLA	complete
NA06986	hprc:DogoHLA-no-graph	complete
NA06986	asian_matched:DogoHLA	complete
NA06986	asian_matched:DogoHLA-no-graph	complete
NA06991	SpecHLA-IPD365-noFreq	complete
NA06991	T1K-four-field	complete
NA06991	full:DogoHLA	complete
NA06991	full:DogoHLA-no-graph	complete
NA06991	hprc:DogoHLA	complete
NA06991	hprc:DogoHLA-no-graph	complete
NA06991	asian_matched:DogoHLA	complete
NA06991	asian_matched:DogoHLA-no-graph	complete
NA06993	SpecHLA-IPD365-noFreq	complete
NA06993	T1K-four-field	complete
NA06993	full:DogoHLA	complete
NA06993	full:DogoHLA-no-graph	complete
NA06993	hprc:DogoHLA	complete
NA06993	hprc:DogoHLA-no-graph	complete
NA06993	asian_matched:DogoHLA	complete
NA06993	asian_matched:DogoHLA-no-graph	complete
NA06994	SpecHLA-IPD365-noFreq	complete
NA06994	T1K-four-field	complete
NA06994	full:DogoHLA	complete
NA06994	full:DogoHLA-no-graph	complete
NA06994	hprc:DogoHLA	complete
NA06994	hprc:DogoHLA-no-graph	complete
NA06994	asian_matched:DogoHLA	complete
NA06994	asian_matched:DogoHLA-no-graph	complete
NA06995	SpecHLA-IPD365-noFreq	complete
NA06995	T1K-four-field	complete
NA06995	full:DogoHLA	complete
NA06995	full:DogoHLA-no-graph	complete
NA06995	hprc:DogoHLA	complete
NA06995	hprc:DogoHLA-no-graph	complete
NA06995	asian_matched:DogoHLA	complete
NA06995	asian_matched:DogoHLA-no-graph	complete
NA06997	SpecHLA-IPD365-noFreq	complete
NA06997	T1K-four-field	complete
NA06997	full:DogoHLA	complete
NA06997	full:DogoHLA-no-graph	complete
NA06997	hprc:DogoHLA	complete
NA06997	hprc:DogoHLA-no-graph	complete
NA06997	asian_matched:DogoHLA	complete
NA06997	asian_matched:DogoHLA-no-graph	complete
NA07000	SpecHLA-IPD365-noFreq	complete
NA07000	T1K-four-field	complete
NA07000	full:DogoHLA	complete
NA07000	full:DogoHLA-no-graph	complete
NA07000	hprc:DogoHLA	complete
NA07000	hprc:DogoHLA-no-graph	complete
NA07000	asian_matched:DogoHLA	complete
NA07000	asian_matched:DogoHLA-no-graph	complete
NA07014	SpecHLA-IPD365-noFreq	complete
NA07014	T1K-four-field	complete
NA07014	full:DogoHLA	complete
NA07014	full:DogoHLA-no-graph	complete
NA07014	hprc:DogoHLA	complete
NA07014	hprc:DogoHLA-no-graph	complete
NA07014	asian_matched:DogoHLA	complete
NA07014	asian_matched:DogoHLA-no-graph	complete
NA07019	SpecHLA-IPD365-noFreq	complete
NA07019	T1K-four-field	complete
NA07019	full:DogoHLA	complete
NA07019	full:DogoHLA-no-graph	complete
NA07019	hprc:DogoHLA	complete
NA07019	hprc:DogoHLA-no-graph	complete
NA07019	asian_matched:DogoHLA	complete
NA07019	asian_matched:DogoHLA-no-graph	complete
NA07022	SpecHLA-IPD365-noFreq	complete
NA07022	T1K-four-field	complete
NA07022	full:DogoHLA	complete
NA07022	full:DogoHLA-no-graph	complete
NA07022	hprc:DogoHLA	complete
NA07022	hprc:DogoHLA-no-graph	complete
NA07022	asian_matched:DogoHLA	complete
NA07022	asian_matched:DogoHLA-no-graph	complete
NA07029	SpecHLA-IPD365-noFreq	complete
NA07029	T1K-four-field	complete
NA07029	full:DogoHLA	complete
NA07029	full:DogoHLA-no-graph	complete
NA07029	hprc:DogoHLA	complete
NA07029	hprc:DogoHLA-no-graph	complete
NA07029	asian_matched:DogoHLA	complete
NA07029	asian_matched:DogoHLA-no-graph	complete
NA07031	SpecHLA-IPD365-noFreq	complete
NA07031	T1K-four-field	complete
NA07031	full:DogoHLA	complete
NA07031	full:DogoHLA-no-graph	complete
NA07031	hprc:DogoHLA	complete
NA07031	hprc:DogoHLA-no-graph	complete
NA07031	asian_matched:DogoHLA	complete
NA07031	asian_matched:DogoHLA-no-graph	complete
NA07034	SpecHLA-IPD365-noFreq	complete
NA07034	T1K-four-field	complete
NA07034	full:DogoHLA	complete
NA07034	full:DogoHLA-no-graph	complete
NA07034	hprc:DogoHLA	complete
NA07034	hprc:DogoHLA-no-graph	complete
NA07034	asian_matched:DogoHLA	complete
NA07034	asian_matched:DogoHLA-no-graph	complete
NA07037	SpecHLA-IPD365-noFreq	complete
NA07037	T1K-four-field	complete
NA07037	full:DogoHLA	complete
NA07037	full:DogoHLA-no-graph	complete
NA07037	hprc:DogoHLA	complete
NA07037	hprc:DogoHLA-no-graph	complete
NA07037	asian_matched:DogoHLA	complete
NA07037	asian_matched:DogoHLA-no-graph	complete
NA07045	SpecHLA-IPD365-noFreq	complete
NA07045	T1K-four-field	complete
NA07045	full:DogoHLA	complete
NA07045	full:DogoHLA-no-graph	complete
NA07045	hprc:DogoHLA	complete
NA07045	hprc:DogoHLA-no-graph	complete
NA07045	asian_matched:DogoHLA	complete
NA07045	asian_matched:DogoHLA-no-graph	complete
NA07048	SpecHLA-IPD365-noFreq	complete
NA07048	T1K-four-field	complete
NA07048	full:DogoHLA	complete
NA07048	full:DogoHLA-no-graph	complete
NA07048	hprc:DogoHLA	complete
NA07048	hprc:DogoHLA-no-graph	complete
NA07048	asian_matched:DogoHLA	complete
NA07048	asian_matched:DogoHLA-no-graph	complete
NA07051	SpecHLA-IPD365-noFreq	complete
NA07051	T1K-four-field	complete
NA07051	full:DogoHLA	complete
NA07051	full:DogoHLA-no-graph	complete
NA07051	hprc:DogoHLA	complete
NA07051	hprc:DogoHLA-no-graph	complete
NA07051	asian_matched:DogoHLA	complete
NA07051	asian_matched:DogoHLA-no-graph	complete
NA07055	SpecHLA-IPD365-noFreq	complete
NA07055	T1K-four-field	complete
NA07055	full:DogoHLA	complete
NA07055	full:DogoHLA-no-graph	complete
NA07055	hprc:DogoHLA	complete
NA07055	hprc:DogoHLA-no-graph	complete
NA07055	asian_matched:DogoHLA	complete
NA07055	asian_matched:DogoHLA-no-graph	complete
NA07056	SpecHLA-IPD365-noFreq	complete
NA07056	T1K-four-field	complete
NA07056	full:DogoHLA	complete
NA07056	full:DogoHLA-no-graph	complete
NA07056	hprc:DogoHLA	complete
NA07056	hprc:DogoHLA-no-graph	complete
NA07056	asian_matched:DogoHLA	complete
NA07056	asian_matched:DogoHLA-no-graph	complete
NA07345	SpecHLA-IPD365-noFreq	complete
NA07345	T1K-four-field	complete
NA07345	full:DogoHLA	complete
NA07345	full:DogoHLA-no-graph	complete
NA07345	hprc:DogoHLA	complete
NA07345	hprc:DogoHLA-no-graph	complete
NA07345	asian_matched:DogoHLA	complete
NA07345	asian_matched:DogoHLA-no-graph	complete
NA07346	SpecHLA-IPD365-noFreq	complete
NA07346	T1K-four-field	complete
NA07346	full:DogoHLA	complete
NA07346	full:DogoHLA-no-graph	complete
NA07346	hprc:DogoHLA	complete
NA07346	hprc:DogoHLA-no-graph	complete
NA07346	asian_matched:DogoHLA	complete
NA07346	asian_matched:DogoHLA-no-graph	complete
NA07347	SpecHLA-IPD365-noFreq	complete
NA07347	T1K-four-field	complete
NA07347	full:DogoHLA	complete
NA07347	full:DogoHLA-no-graph	complete
NA07347	hprc:DogoHLA	complete
NA07347	hprc:DogoHLA-no-graph	complete
NA07347	asian_matched:DogoHLA	complete
NA07347	asian_matched:DogoHLA-no-graph	complete
NA07348	SpecHLA-IPD365-noFreq	complete
NA07348	T1K-four-field	complete
NA07348	full:DogoHLA	complete
NA07348	full:DogoHLA-no-graph	complete
NA07348	hprc:DogoHLA	complete
NA07348	hprc:DogoHLA-no-graph	complete
NA07348	asian_matched:DogoHLA	complete
NA07348	asian_matched:DogoHLA-no-graph	complete
NA07349	SpecHLA-IPD365-noFreq	complete
NA07349	T1K-four-field	complete
NA07349	full:DogoHLA	complete
NA07349	full:DogoHLA-no-graph	complete
NA07349	hprc:DogoHLA	complete
NA07349	hprc:DogoHLA-no-graph	complete
NA07349	asian_matched:DogoHLA	complete
NA07349	asian_matched:DogoHLA-no-graph	complete
NA07357	SpecHLA-IPD365-noFreq	complete
NA07357	T1K-four-field	complete
NA07357	full:DogoHLA	complete
NA07357	full:DogoHLA-no-graph	complete
NA07357	hprc:DogoHLA	complete
NA07357	hprc:DogoHLA-no-graph	complete
NA07357	asian_matched:DogoHLA	complete
NA07357	asian_matched:DogoHLA-no-graph	complete
NA07435	SpecHLA-IPD365-noFreq	complete
NA07435	T1K-four-field	complete
NA07435	full:DogoHLA	complete
NA07435	full:DogoHLA-no-graph	complete
NA07435	hprc:DogoHLA	complete
NA07435	hprc:DogoHLA-no-graph	complete
NA07435	asian_matched:DogoHLA	complete
NA07435	asian_matched:DogoHLA-no-graph	complete
NA10830	SpecHLA-IPD365-noFreq	complete
NA10830	T1K-four-field	complete
NA10830	full:DogoHLA	complete
NA10830	full:DogoHLA-no-graph	complete
NA10830	hprc:DogoHLA	complete
NA10830	hprc:DogoHLA-no-graph	complete
NA10830	asian_matched:DogoHLA	complete
NA10830	asian_matched:DogoHLA-no-graph	complete
NA10831	SpecHLA-IPD365-noFreq	complete
NA10831	T1K-four-field	complete
NA10831	full:DogoHLA	complete
NA10831	full:DogoHLA-no-graph	complete
NA10831	hprc:DogoHLA	complete
NA10831	hprc:DogoHLA-no-graph	complete
NA10831	asian_matched:DogoHLA	complete
NA10831	asian_matched:DogoHLA-no-graph	complete
NA10835	SpecHLA-IPD365-noFreq	complete
NA10835	T1K-four-field	complete
NA10835	full:DogoHLA	complete
NA10835	full:DogoHLA-no-graph	complete
NA10835	hprc:DogoHLA	complete
NA10835	hprc:DogoHLA-no-graph	complete
NA10835	asian_matched:DogoHLA	complete
NA10835	asian_matched:DogoHLA-no-graph	complete
NA10836	SpecHLA-IPD365-noFreq	complete
NA10836	T1K-four-field	complete
NA10836	full:DogoHLA	complete
NA10836	full:DogoHLA-no-graph	complete
NA10836	hprc:DogoHLA	complete
NA10836	hprc:DogoHLA-no-graph	complete
NA10836	asian_matched:DogoHLA	complete
NA10836	asian_matched:DogoHLA-no-graph	complete
NA10837	SpecHLA-IPD365-noFreq	complete
NA10837	T1K-four-field	complete
NA10837	full:DogoHLA	complete
NA10837	full:DogoHLA-no-graph	complete
NA10837	hprc:DogoHLA	complete
NA10837	hprc:DogoHLA-no-graph	complete
NA10837	asian_matched:DogoHLA	complete
NA10837	asian_matched:DogoHLA-no-graph	complete
NA10838	SpecHLA-IPD365-noFreq	complete
NA10838	T1K-four-field	complete
NA10838	full:DogoHLA	complete
NA10838	full:DogoHLA-no-graph	complete
NA10838	hprc:DogoHLA	complete
NA10838	hprc:DogoHLA-no-graph	complete
NA10838	asian_matched:DogoHLA	complete
NA10838	asian_matched:DogoHLA-no-graph	complete
NA10839	SpecHLA-IPD365-noFreq	complete
NA10839	T1K-four-field	complete
NA10839	full:DogoHLA	complete
NA10839	full:DogoHLA-no-graph	complete
NA10839	hprc:DogoHLA	complete
NA10839	hprc:DogoHLA-no-graph	complete
NA10839	asian_matched:DogoHLA	complete
NA10839	asian_matched:DogoHLA-no-graph	complete
NA10840	SpecHLA-IPD365-noFreq	complete
NA10840	T1K-four-field	complete
NA10840	full:DogoHLA	complete
NA10840	full:DogoHLA-no-graph	complete
NA10840	hprc:DogoHLA	complete
NA10840	hprc:DogoHLA-no-graph	complete
NA10840	asian_matched:DogoHLA	complete
NA10840	asian_matched:DogoHLA-no-graph	complete
NA10842	SpecHLA-IPD365-noFreq	complete
NA10842	T1K-four-field	complete
NA10842	full:DogoHLA	complete
NA10842	full:DogoHLA-no-graph	complete
NA10842	hprc:DogoHLA	complete
NA10842	hprc:DogoHLA-no-graph	complete
NA10842	asian_matched:DogoHLA	complete
NA10842	asian_matched:DogoHLA-no-graph	complete
NA10843	SpecHLA-IPD365-noFreq	complete
NA10843	T1K-four-field	complete
NA10843	full:DogoHLA	complete
NA10843	full:DogoHLA-no-graph	complete
NA10843	hprc:DogoHLA	complete
NA10843	hprc:DogoHLA-no-graph	complete
NA10843	asian_matched:DogoHLA	complete
NA10843	asian_matched:DogoHLA-no-graph	complete
NA10845	SpecHLA-IPD365-noFreq	complete
NA10845	T1K-four-field	complete
NA10845	full:DogoHLA	complete
NA10845	full:DogoHLA-no-graph	complete
NA10845	hprc:DogoHLA	complete
NA10845	hprc:DogoHLA-no-graph	complete
NA10845	asian_matched:DogoHLA	complete
NA10845	asian_matched:DogoHLA-no-graph	complete
NA10846	SpecHLA-IPD365-noFreq	complete
NA10846	T1K-four-field	failed_final
NA10846	full:DogoHLA	complete
NA10846	full:DogoHLA-no-graph	complete
NA10846	hprc:DogoHLA	complete
NA10846	hprc:DogoHLA-no-graph	complete
NA10846	asian_matched:DogoHLA	complete
NA10846	asian_matched:DogoHLA-no-graph	complete
NA10847	SpecHLA-IPD365-noFreq	complete
NA10847	T1K-four-field	complete
NA10847	full:DogoHLA	complete
NA10847	full:DogoHLA-no-graph	complete
NA10847	hprc:DogoHLA	complete
NA10847	hprc:DogoHLA-no-graph	complete
NA10847	asian_matched:DogoHLA	complete
NA10847	asian_matched:DogoHLA-no-graph	complete
NA10851	SpecHLA-IPD365-noFreq	complete
NA10851	T1K-four-field	complete
NA10851	full:DogoHLA	complete
NA10851	full:DogoHLA-no-graph	complete
NA10851	hprc:DogoHLA	complete
NA10851	hprc:DogoHLA-no-graph	complete
NA10851	asian_matched:DogoHLA	complete
NA10851	asian_matched:DogoHLA-no-graph	complete
NA10852	SpecHLA-IPD365-noFreq	complete
NA10852	T1K-four-field	complete
NA10852	full:DogoHLA	complete
NA10852	full:DogoHLA-no-graph	complete
NA10852	hprc:DogoHLA	complete
NA10852	hprc:DogoHLA-no-graph	complete
NA10852	asian_matched:DogoHLA	complete
NA10852	asian_matched:DogoHLA-no-graph	complete
NA10854	SpecHLA-IPD365-noFreq	complete
NA10854	T1K-four-field	complete
NA10854	full:DogoHLA	complete
NA10854	full:DogoHLA-no-graph	complete
NA10854	hprc:DogoHLA	complete
NA10854	hprc:DogoHLA-no-graph	complete
NA10854	asian_matched:DogoHLA	complete
NA10854	asian_matched:DogoHLA-no-graph	complete
NA10855	SpecHLA-IPD365-noFreq	complete
NA10855	T1K-four-field	complete
NA10855	full:DogoHLA	complete
NA10855	full:DogoHLA-no-graph	complete
NA10855	hprc:DogoHLA	complete
NA10855	hprc:DogoHLA-no-graph	complete
NA10855	asian_matched:DogoHLA	complete
NA10855	asian_matched:DogoHLA-no-graph	complete
NA10856	SpecHLA-IPD365-noFreq	complete
NA10856	T1K-four-field	complete
NA10856	full:DogoHLA	complete
NA10856	full:DogoHLA-no-graph	complete
NA10856	hprc:DogoHLA	complete
