donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches
HG02132	EAS	HG02132	hprc_asian/unsampled	B	4	complete	1	1	0	1
HG02132	EAS	HG02132	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
HG02132	EAS	HG02132	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DQA1	4	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
HG02132	EAS	HG02132	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc/sampled	A	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	A	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	B	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	B	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	C	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	C	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DPA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DPA1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc/sampled	DPB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DPB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DQA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DQA1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DQB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DQB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/sampled	DRB1	2	complete	1	1	0	1
HG03831	SAS	HG03829	hprc/sampled	DRB1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc/unsampled	A	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	A	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	B	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	B	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	C	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	C	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DPA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DPA1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc/unsampled	DPB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DPB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DQA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DQA1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DQB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DQB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc/unsampled	DRB1	2	complete	1	1	0	1
HG03831	SAS	HG03829	hprc/unsampled	DRB1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc_asian/sampled	A	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	A	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	B	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	B	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	C	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	C	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DPA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DPA1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DPB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DQA1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/sampled	DRB1	2	complete	1	1	0	1
HG03831	SAS	HG03829	hprc_asian/sampled	DRB1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc_asian/unsampled	A	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	A	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	B	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	B	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
HG03831	SAS	HG03829	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DQA1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG03831	SAS	HG03829	hprc_asian/unsampled	DRB1	2	complete	1	1	0	1
HG03831	SAS	HG03829	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/sampled	A	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	A	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	B	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	B	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	C	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	C	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DPA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DPA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/sampled	DPB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DPB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DQA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DQA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/sampled	DQB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DQB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DRB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/sampled	DRB1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/unsampled	A	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	A	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	B	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	B	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	C	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	C	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DPA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DPA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/unsampled	DPB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DPB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DQA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DQA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc/unsampled	DQB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DQB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DRB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc/unsampled	DRB1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/sampled	A	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	A	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	B	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	B	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	C	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	C	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DPA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DPA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DPB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DQA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DRB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/sampled	DRB1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/unsampled	A	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	A	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	B	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	B	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DQA1	4	complete	0	0	0	0
HG03874	SAS	HG03874	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
HG03874	SAS	HG03874	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
HG01530	EUR	IBS011	hprc/sampled	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	A	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	hprc/sampled	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DQA1	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc/sampled	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/sampled	DRB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	A	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	hprc/unsampled	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DQA1	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc/unsampled	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc/unsampled	DRB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	A	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	hprc_asian/sampled	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DQA1	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/sampled	DRB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	A	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc_asian/unsampled	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DQA1	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian/unsampled	DRB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	hprc/sampled	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/sampled	DRB1	4	complete	1	1	0	0
NA20806	EUR	NA20806	hprc/unsampled	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	hprc/unsampled	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc/unsampled	DRB1	4	complete	1	1	0	0
NA20806	EUR	NA20806	hprc_asian/sampled	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/sampled	DRB1	4	complete	1	1	0	0
NA20806	EUR	NA20806	hprc_asian/unsampled	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian/unsampled	DRB1	4	complete	1	1	0	0
HG03516	AFR	NG107	hprc/sampled	A	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	A	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	B	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	B	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc/sampled	C	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	C	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DPA1	2	complete	0	0	0	0
HG03516	AFR	NG107	hprc/sampled	DPA1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc/sampled	DPB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DPB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DQA1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DQA1	4	complete	1	1	0	1
HG03516	AFR	NG107	hprc/sampled	DQB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DQB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DRB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/sampled	DRB1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc/unsampled	A	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	A	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	B	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	B	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc/unsampled	C	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	C	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DPA1	2	complete	0	0	0	0
HG03516	AFR	NG107	hprc/unsampled	DPA1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc/unsampled	DPB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DPB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DQA1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DQA1	4	complete	1	1	0	1
HG03516	AFR	NG107	hprc/unsampled	DQB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DQB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DRB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc/unsampled	DRB1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/sampled	A	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	A	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	B	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	B	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/sampled	C	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	C	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DPA1	2	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/sampled	DPA1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DPB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DQA1	4	complete	1	1	0	1
HG03516	AFR	NG107	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DRB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/sampled	DRB1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/unsampled	A	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	A	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	B	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	B	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DPA1	2	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
HG03516	AFR	NG107	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DQA1	4	complete	1	1	0	1
HG03516	AFR	NG107	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
HG03516	AFR	NG107	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/sampled	A	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	A	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	B	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	B	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/sampled	C	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	C	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DPA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DPA1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/sampled	DPB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DPB1	4	complete	1	1	1	2
