donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
HG04026	SAS	ITU	IT061	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242730/HG04026.final.cram
HG04054	SAS	ITU	IT180	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243120/HG04054.final.cram
HG04056	SAS	ITU	IT180	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243119/HG04056.final.cram
HG04059	SAS	ITU	IT184	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243123/HG04059.final.cram
HG04060	SAS	ITU	IT183	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243117/HG04060.final.cram
HG04061	SAS	ITU	IT182	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243121/HG04061.final.cram
HG04062	SAS	ITU	IT182	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243122/HG04062.final.cram
HG04063	SAS	ITU	IT183	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242937/HG04063.final.cram
HG04070	SAS	ITU	IT45	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243147/HG04070.final.cram
HG04076	SAS	ITU	IT191	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243124/HG04076.final.cram
HG04080	SAS	ITU	IT194	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243125/HG04080.final.cram
HG04090	SAS	ITU	IT199	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243118/HG04090.final.cram
HG04093	SAS	ITU	IT199	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242938/HG04093.final.cram
HG04094	SAS	ITU	IT201	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243126/HG04094.final.cram
HG04096	SAS	ITU	IT202	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243127/HG04096.final.cram
HG04098	SAS	ITU	IT205	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243128/HG04098.final.cram
HG04118	SAS	ITU	IT214	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242939/HG04118.final.cram
HG04198	SAS	ITU	IT220	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243131/HG04198.final.cram
HG04200	SAS	ITU	IT220	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243132/HG04200.final.cram
HG04202	SAS	ITU	IT222	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243134/HG04202.final.cram
HG04206	SAS	ITU	HG04206	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243133/HG04206.final.cram
HG04209	SAS	ITU	IT217	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243130/HG04209.final.cram
HG04211	SAS	ITU	IT223	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243135/HG04211.final.cram
HG04212	SAS	ITU	IT223	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243136/HG04212.final.cram
HG04214	SAS	ITU	IT226	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243138/HG04214.final.cram
HG04216	SAS	ITU	IT227	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243139/HG04216.final.cram
HG04219	SAS	ITU	IT228	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243141/HG04219.final.cram
HG04222	SAS	ITU	IT225	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243137/HG04222.final.cram
HG04225	SAS	ITU	IT231	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243142/HG04225.final.cram
HG04235	SAS	ITU	IT237	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243143/HG04235.final.cram
HG04238	SAS	ITU	IT240	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243144/HG04238.final.cram
HG04239	SAS	ITU	HG04239	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243140/HG04239.final.cram
HG01583	SAS	PJL	PK02	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243045/HG01583.final.cram
HG01586	SAS	PJL	PK03	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243046/HG01586.final.cram
HG01589	SAS	PJL	PK04	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243047/HG01589.final.cram
HG01593	SAS	PJL	PK05	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243038/HG01593.final.cram
HG02490	SAS	PJL	PK06	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242397/HG02490.final.cram
HG02491	SAS	PJL	PK06	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242398/HG02491.final.cram
HG02493	SAS	PJL	PK07	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243009/HG02493.final.cram
HG02494	SAS	PJL	PK07	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243010/HG02494.final.cram
HG02597	SAS	PJL	PK08	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243039/HG02597.final.cram
HG02603	SAS	PJL	PK10	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242401/HG02603.final.cram
HG02604	SAS	PJL	PK10	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242402/HG02604.final.cram
HG02648	SAS	PJL	PK11	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243011/HG02648.final.cram
HG02649	SAS	PJL	PK11	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243012/HG02649.final.cram
HG02651	SAS	PJL	PK12	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243013/HG02651.final.cram
HG02652	SAS	PJL	PK12	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243014/HG02652.final.cram
HG02654	SAS	PJL	PK13	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242403/HG02654.final.cram
HG02655	SAS	PJL	PK13	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242404/HG02655.final.cram
HG02657	SAS	PJL	PK14	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242405/HG02657.final.cram
HG02658	SAS	PJL	PK14	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242406/HG02658.final.cram
HG02660	SAS	PJL	PK15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242407/HG02660.final.cram
HG02661	SAS	PJL	PK15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242408/HG02661.final.cram
HG02681	SAS	PJL	PK16	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243015/HG02681.final.cram
HG02682	SAS	PJL	PK16	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243016/HG02682.final.cram
HG02684	SAS	PJL	PK17	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242409/HG02684.final.cram
HG02685	SAS	PJL	PK17	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242410/HG02685.final.cram
HG02687	SAS	PJL	PK18	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242411/HG02687.final.cram
HG02688	SAS	PJL	PK18	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242412/HG02688.final.cram
HG02690	SAS	PJL	PK19	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243017/HG02690.final.cram
HG02691	SAS	PJL	PK19	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243018/HG02691.final.cram
HG02694	SAS	PJL	PK20	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243048/HG02694.final.cram
HG02699	SAS	PJL	PK22	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243019/HG02699.final.cram
HG02700	SAS	PJL	PK22	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243020/HG02700.final.cram
HG02724	SAS	PJL	PK23	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242501/HG02724.final.cram
HG02725	SAS	PJL	PK23	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242502/HG02725.final.cram
HG02727	SAS	PJL	PK24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242503/HG02727.final.cram
HG02728	SAS	PJL	PK24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242504/HG02728.final.cram
HG02731	SAS	PJL	PK25	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243049/HG02731.final.cram
HG02774	SAS	PJL	PK28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243023/HG02774.final.cram
HG02775	SAS	PJL	PK28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243024/HG02775.final.cram
HG02778	SAS	PJL	PK29	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243040/HG02778.final.cram
HG02780	SAS	PJL	PK30	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243050/HG02780.final.cram
HG02783	SAS	PJL	PK31	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242505/HG02783.final.cram
HG02784	SAS	PJL	PK31	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242506/HG02784.final.cram
HG02786	SAS	PJL	PK32	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242507/HG02786.final.cram
HG02787	SAS	PJL	PK32	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242508/HG02787.final.cram
HG02789	SAS	PJL	PK33	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242509/HG02789.final.cram
HG02790	SAS	PJL	PK33	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242510/HG02790.final.cram
HG02792	SAS	PJL	PK34	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243025/HG02792.final.cram
HG02793	SAS	PJL	PK34	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243026/HG02793.final.cram
HG03018	SAS	PJL	PK36	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243051/HG03018.final.cram
HG03019	SAS	PJL	PK36	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243052/HG03019.final.cram
HG03021	SAS	PJL	PK37	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243041/HG03021.final.cram
HG03022	SAS	PJL	HG03022	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243053/HG03022.final.cram
HG03228	SAS	PJL	PK38	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243027/HG03228.final.cram
HG03229	SAS	PJL	PK38	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243028/HG03229.final.cram
HG03234	SAS	PJL	PK40	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242627/HG03234.final.cram
HG03235	SAS	PJL	PK40	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242628/HG03235.final.cram
HG03487	SAS	PJL	PK42	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989171/HG03487.final.cram
HG03488	SAS	PJL	PK42	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242629/HG03488.final.cram
HG03490	SAS	PJL	PK43	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242630/HG03490.final.cram
HG03491	SAS	PJL	PK43	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242631/HG03491.final.cram
HG03618	SAS	PJL	PK44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989187/HG03618.final.cram
HG03619	SAS	PJL	PK44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242632/HG03619.final.cram
HG03624	SAS	PJL	PK46	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243029/HG03624.final.cram
HG03625	SAS	PJL	PK46	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243030/HG03625.final.cram
HG03629	SAS	PJL	PK47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243054/HG03629.final.cram
HG03631	SAS	PJL	PK48	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243055/HG03631.final.cram
HG03633	SAS	PJL	PK49	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989190/HG03633.final.cram
HG03634	SAS	PJL	PK49	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242633/HG03634.final.cram
HG03636	SAS	PJL	PK50	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243042/HG03636.final.cram
HG03639	SAS	PJL	PK51	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989192/HG03639.final.cram
HG03640	SAS	PJL	PK51	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243031/HG03640.final.cram
HG03649	SAS	PJL	PK52	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243032/HG03649.final.cram
HG03650	SAS	PJL	PK52	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989194/HG03650.final.cram
HG03660	SAS	PJL	PK55	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243056/HG03660.final.cram
HG03663	SAS	PJL	PK56	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243057/HG03663.final.cram
HG03699	SAS	PJL	PK59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989201/HG03699.final.cram
HG03700	SAS	PJL	PK59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989202/HG03700.final.cram
HG03705	SAS	PJL	PK61	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243035/HG03705.final.cram
HG03706	SAS	PJL	PK61	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243036/HG03706.final.cram
HG03761	SAS	PJL	PK63	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989211/HG03761.final.cram
HG03762	SAS	PJL	PK63	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243037/HG03762.final.cram
HG03765	SAS	PJL	PK64	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243043/HG03765.final.cram
HG03767	SAS	PJL	PK65	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243044/HG03767.final.cram
HG03643	SAS	STU	ST004	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242667/HG03643.final.cram
HG03644	SAS	STU	ST004	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242666/HG03644.final.cram
HG03645	SAS	STU	ST002	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242869/HG03645.final.cram
HG03646	SAS	STU	ST001	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242868/HG03646.final.cram
HG03672	SAS	STU	ST008	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242871/HG03672.final.cram
HG03673	SAS	STU	ST010	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242670/HG03673.final.cram
HG03680	SAS	STU	ST009	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242872/HG03680.final.cram
HG03681	SAS	STU	ST011	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242873/HG03681.final.cram
HG03684	SAS	STU	ST012	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242671/HG03684.final.cram
HG03685	SAS	STU	ST013	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242874/HG03685.final.cram
HG03686	SAS	STU	ST014	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242875/HG03686.final.cram
HG03687	SAS	STU	ST015	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242876/HG03687.final.cram
HG03689	SAS	STU	ST017	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242877/HG03689.final.cram
HG03690	SAS	STU	ST018	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242878/HG03690.final.cram
HG03691	SAS	STU	ST019	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242879/HG03691.final.cram
HG03692	SAS	STU	ST020	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242674/HG03692.final.cram
HG03693	SAS	STU	ST021	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242675/HG03693.final.cram
HG03694	SAS	STU	ST022	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242880/HG03694.final.cram
HG03695	SAS	STU	ST023	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242881/HG03695.final.cram
HG03696	SAS	STU	ST024	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242882/HG03696.final.cram
HG03697	SAS	STU	ST025	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242883/HG03697.final.cram
HG03698	SAS	STU	ST026	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242884/HG03698.final.cram
HG03711	SAS	STU	ST027	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242885/HG03711.final.cram
