donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
NA18989	EAS	JPT	NA18989	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239679/NA18989.final.cram
NA18991	EAS	JPT	NA18991	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239570/NA18991.final.cram
NA18992	EAS	JPT	NA18992	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239571/NA18992.final.cram
NA18993	EAS	JPT	NA18993	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239572/NA18993.final.cram
NA18994	EAS	JPT	NA18994	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239573/NA18994.final.cram
NA18995	EAS	JPT	NA18995	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239574/NA18995.final.cram
NA18997	EAS	JPT	NA18997	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239575/NA18997.final.cram
NA18998	EAS	JPT	NA18998	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239576/NA18998.final.cram
NA18999	EAS	JPT	NA18999	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239577/NA18999.final.cram
NA19000	EAS	JPT	NA19000	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239578/NA19000.final.cram
NA19001	EAS	JPT	NA19001	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239579/NA19001.final.cram
NA19002	EAS	JPT	NA19002	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239580/NA19002.final.cram
NA19003	EAS	JPT	NA19003	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239581/NA19003.final.cram
NA19004	EAS	JPT	NA19004	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239680/NA19004.final.cram
NA19005	EAS	JPT	NA19005	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239421/NA19005.final.cram
NA19006	EAS	JPT	NA19006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239681/NA19006.final.cram
NA19009	EAS	JPT	NA19009	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239583/NA19009.final.cram
NA19010	EAS	JPT	NA19010	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239584/NA19010.final.cram
NA19011	EAS	JPT	NA19011	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239682/NA19011.final.cram
NA19012	EAS	JPT	NA19012	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239585/NA19012.final.cram
NA19054	EAS	JPT	NA19054	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239586/NA19054.final.cram
NA19055	EAS	JPT	NA19055	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239587/NA19055.final.cram
NA19056	EAS	JPT	NA19056	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239588/NA19056.final.cram
NA19057	EAS	JPT	NA19057	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239589/NA19057.final.cram
NA19058	EAS	JPT	NA19058	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239590/NA19058.final.cram
NA19059	EAS	JPT	NA19059	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239591/NA19059.final.cram
NA19060	EAS	JPT	NA19060	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239592/NA19060.final.cram
NA19062	EAS	JPT	NA19062	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239593/NA19062.final.cram
NA19063	EAS	JPT	NA19063	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239594/NA19063.final.cram
NA19064	EAS	JPT	NA19064	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239595/NA19064.final.cram
NA19065	EAS	JPT	NA19065	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239596/NA19065.final.cram
NA19067	EAS	JPT	NA19067	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239598/NA19067.final.cram
NA19068	EAS	JPT	NA19068	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239599/NA19068.final.cram
NA19070	EAS	JPT	NA19070	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239600/NA19070.final.cram
NA19072	EAS	JPT	NA19072	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239601/NA19072.final.cram
NA19074	EAS	JPT	NA19074	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239602/NA19074.final.cram
NA19075	EAS	JPT	NA19075	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239603/NA19075.final.cram
NA19076	EAS	JPT	NA19076	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239604/NA19076.final.cram
NA19077	EAS	JPT	NA19077	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239605/NA19077.final.cram
NA19078	EAS	JPT	NA19078	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239606/NA19078.final.cram
NA19080	EAS	JPT	NA19080	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239608/NA19080.final.cram
NA19081	EAS	JPT	NA19081	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239609/NA19081.final.cram
NA19082	EAS	JPT	NA19082	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239610/NA19082.final.cram
NA19083	EAS	JPT	NA19083	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239611/NA19083.final.cram
NA19084	EAS	JPT	NA19084	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239612/NA19084.final.cram
NA19085	EAS	JPT	NA19085	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239613/NA19085.final.cram
NA19086	EAS	JPT	NA19086	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239614/NA19086.final.cram
NA19089	EAS	JPT	NA19089	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239701/NA19089.final.cram
NA19090	EAS	JPT	NA19090	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239702/NA19090.final.cram
NA19091	EAS	JPT	NA19091	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239703/NA19091.final.cram
HG01595	EAS	KHV	VN001	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242062/HG01595.final.cram
HG01596	EAS	KHV	VN002	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242063/HG01596.final.cram
HG01597	EAS	KHV	VN003	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242064/HG01597.final.cram
HG01598	EAS	KHV	VN004	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242065/HG01598.final.cram
HG01599	EAS	KHV	VN005	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242066/HG01599.final.cram
HG01600	EAS	KHV	VN006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242067/HG01600.final.cram
HG01840	EAS	KHV	VN007	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242068/HG01840.final.cram
HG01841	EAS	KHV	VN008	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242061/HG01841.final.cram
HG01842	EAS	KHV	VN009	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242069/HG01842.final.cram
HG01843	EAS	KHV	VN010	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242070/HG01843.final.cram
HG01844	EAS	KHV	VN011	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242071/HG01844.final.cram
HG01845	EAS	KHV	VN012	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242072/HG01845.final.cram
HG01846	EAS	KHV	VN013	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242073/HG01846.final.cram
HG01847	EAS	KHV	VN014	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242074/HG01847.final.cram
HG01848	EAS	KHV	VN015	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242075/HG01848.final.cram
HG01849	EAS	KHV	VN016	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242076/HG01849.final.cram
HG01850	EAS	KHV	VN017	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242077/HG01850.final.cram
HG01851	EAS	KHV	VN018	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242078/HG01851.final.cram
HG01852	EAS	KHV	VN019	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242079/HG01852.final.cram
HG01853	EAS	KHV	VN020	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242080/HG01853.final.cram
HG01855	EAS	KHV	VN022	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242081/HG01855.final.cram
HG01857	EAS	KHV	VN024	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242082/HG01857.final.cram
HG01858	EAS	KHV	VN025	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242083/HG01858.final.cram
HG01859	EAS	KHV	VN026	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242084/HG01859.final.cram
HG01860	EAS	KHV	VN027	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242085/HG01860.final.cram
HG01861	EAS	KHV	VN028	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242086/HG01861.final.cram
HG01862	EAS	KHV	VN029	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242087/HG01862.final.cram
HG01863	EAS	KHV	VN030	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242088/HG01863.final.cram
HG01864	EAS	KHV	VN031	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242089/HG01864.final.cram
HG01865	EAS	KHV	VN032	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242090/HG01865.final.cram
HG01866	EAS	KHV	VN033	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242091/HG01866.final.cram
HG01867	EAS	KHV	VN034	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242092/HG01867.final.cram
HG01868	EAS	KHV	VN035	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242093/HG01868.final.cram
HG01869	EAS	KHV	VN036	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242094/HG01869.final.cram
HG01870	EAS	KHV	VN037	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242095/HG01870.final.cram
HG01871	EAS	KHV	VN038	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242096/HG01871.final.cram
HG01872	EAS	KHV	VN039	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242097/HG01872.final.cram
HG01873	EAS	KHV	VN040	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242098/HG01873.final.cram
HG01874	EAS	KHV	VN041	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242099/HG01874.final.cram
HG01878	EAS	KHV	VN045	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242100/HG01878.final.cram
HG02019	EAS	KHV	VN047	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242039/HG02019.final.cram
HG02020	EAS	KHV	VN047	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242038/HG02020.final.cram
HG02023	EAS	KHV	VN048	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242040/HG02023.final.cram
HG02024	EAS	KHV	VN049	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988976/HG02024.final.cram
HG02025	EAS	KHV	VN049	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242042/HG02025.final.cram
HG02026	EAS	KHV	VN049	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242041/HG02026.final.cram
HG02031	EAS	KHV	VN051	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242258/HG02031.final.cram
HG02032	EAS	KHV	VN051	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242257/HG02032.final.cram
HG02035	EAS	KHV	VN052	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242341/HG02035.final.cram
HG02047	EAS	KHV	VN056	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242343/HG02047.final.cram
HG02048	EAS	KHV	VN057	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242101/HG02048.final.cram
HG02049	EAS	KHV	VN058	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242102/HG02049.final.cram
HG02050	EAS	KHV	VN059	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242259/HG02050.final.cram
HG02060	EAS	KHV	VN061	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242345/HG02060.final.cram
HG02061	EAS	KHV	VN061	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242344/HG02061.final.cram
HG02064	EAS	KHV	VN062	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242346/HG02064.final.cram
HG02067	EAS	KHV	VN063	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242347/HG02067.final.cram
HG02069	EAS	KHV	VN064	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242048/HG02069.final.cram
HG02070	EAS	KHV	VN064	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242047/HG02070.final.cram
HG02078	EAS	KHV	VN067	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242054/HG02078.final.cram
HG02079	EAS	KHV	VN067	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242053/HG02079.final.cram
HG02086	EAS	KHV	VN070	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242103/HG02086.final.cram
HG02087	EAS	KHV	VN071	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242104/HG02087.final.cram
HG02088	EAS	KHV	VN072	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242105/HG02088.final.cram
HG02113	EAS	KHV	VN073	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242208/HG02113.final.cram
HG02116	EAS	KHV	VN074	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242348/HG02116.final.cram
HG02121	EAS	KHV	VN076	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242211/HG02121.final.cram
HG02122	EAS	KHV	VN076	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242210/HG02122.final.cram
HG02127	EAS	KHV	VN078	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242213/HG02127.final.cram
HG02128	EAS	KHV	VN078	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242212/HG02128.final.cram
HG02138	EAS	KHV	VN082	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242106/HG02138.final.cram
HG02139	EAS	KHV	VN083	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242107/HG02139.final.cram
HG02140	EAS	KHV	VN084	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242108/HG02140.final.cram
HG02141	EAS	KHV	VN085	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242209/HG02141.final.cram
HG02142	EAS	KHV	VN086	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242109/HG02142.final.cram
HG02524	EAS	KHV	VN91	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989023/HG02524.final.cram
HG02525	EAS	KHV	VN91	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989024/HG02525.final.cram
NA06984	EUR	CEU	1328	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239458/NA06984.final.cram
NA06985	EUR	CEU	1341	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239276/NA06985.final.cram
NA06986	EUR	CEU	13291	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239277/NA06986.final.cram
NA06989	EUR	CEU	1328	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239459/NA06989.final.cram
NA06994	EUR	CEU	1340	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239278/NA06994.final.cram
NA07000	EUR	CEU	1340	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239279/NA07000.final.cram
NA07037	EUR	CEU	13291	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239280/NA07037.final.cram
NA07048	EUR	CEU	1341	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239642/NA07048.final.cram
NA07051	EUR	CEU	13292	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239281/NA07051.final.cram
NA07056	EUR	CEU	1340	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239456/NA07056.final.cram
NA07347	EUR	CEU	1345	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239282/NA07347.final.cram
NA07357	EUR	CEU	1345	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239283/NA07357.final.cram
NA10847	EUR	CEU	1334	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239284/NA10847.final.cram
NA10851	EUR	CEU	1344	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239285/NA10851.final.cram
NA11829	EUR	CEU	1350	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239286/NA11829.final.cram
NA11830	EUR	CEU	1350	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239287/NA11830.final.cram
NA11831	EUR	CEU	1350	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239288/NA11831.final.cram
NA11832	EUR	CEU	1350	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239289/NA11832.final.cram
NA11840	EUR	CEU	1349	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239290/NA11840.final.cram
NA11843	EUR	CEU	1349	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239460/NA11843.final.cram
NA11881	EUR	CEU	1347	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239291/NA11881.final.cram
NA11892	EUR	CEU	1377	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239461/NA11892.final.cram
NA11893	EUR	CEU	1377	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239462/NA11893.final.cram
NA11894	EUR	CEU	1377	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239292/NA11894.final.cram
NA11918	EUR	CEU	1423	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239293/NA11918.final.cram
NA11919	EUR	CEU	1423	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239294/NA11919.final.cram
NA11920	EUR	CEU	1423	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239295/NA11920.final.cram
NA11930	EUR	CEU	1424	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239463/NA11930.final.cram
NA11931	EUR	CEU	1424	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239296/NA11931.final.cram
NA11932	EUR	CEU	1424a	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239643/NA11932.final.cram
NA11933	EUR	CEU	1424a	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239644/NA11933.final.cram
NA11992	EUR	CEU	1362	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239297/NA11992.final.cram
NA11993	EUR	CEU	1362	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989307/NA11993.final.cram
NA11994	EUR	CEU	1362	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239298/NA11994.final.cram
NA11995	EUR	CEU	1362	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239299/NA11995.final.cram
NA12003	EUR	CEU	1420	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239300/NA12003.final.cram
NA12004	EUR	CEU	1420	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239301/NA12004.final.cram
NA12005	EUR	CEU	1420	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239302/NA12005.final.cram
NA12006	EUR	CEU	1420	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239303/NA12006.final.cram
NA12043	EUR	CEU	1346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239304/NA12043.final.cram
NA12044	EUR	CEU	1346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239305/NA12044.final.cram
NA12045	EUR	CEU	1346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239306/NA12045.final.cram
NA12046	EUR	CEU	1346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239645/NA12046.final.cram
NA12058	EUR	CEU	1344	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239464/NA12058.final.cram
NA12144	EUR	CEU	1334	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239307/NA12144.final.cram
NA12154	EUR	CEU	1408	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239308/NA12154.final.cram
NA12155	EUR	CEU	1408	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239309/NA12155.final.cram
NA12156	EUR	CEU	1408	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239310/NA12156.final.cram
NA12234	EUR	CEU	1375	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239311/NA12234.final.cram
NA12249	EUR	CEU	1416	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239312/NA12249.final.cram
NA12272	EUR	CEU	1418	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239465/NA12272.final.cram
NA12273	EUR	CEU	1418	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239466/NA12273.final.cram
NA12275	EUR	CEU	1418	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239467/NA12275.final.cram
NA12282	EUR	CEU	1421a	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239468/NA12282.final.cram
NA12283	EUR	CEU	1421a	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239469/NA12283.final.cram
NA12286	EUR	CEU	1421	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239470/NA12286.final.cram
